ProductID,Date,Zip,Units,Revenue
1052,2021-08-25,55803,1,246.697500
1052,2021-08-28,08844,1,246.697500
1052,2021-08-31,21047,1,246.697500
1052,2021-09-05,54754,1,246.697500
1052,2021-09-06,19706,1,246.697500
1052,2021-09-12,92064,1,246.697500
1052,2021-09-21,84088,1,246.697500
1052,2021-09-26,21122,1,246.697500
1052,2021-09-26,74014,1,246.697500
1052,2021-09-28,82513,1,246.697500
1052,2021-09-29,03450,1,246.697500
1052,2021-09-29,83274,2,493.395000
1053,2020-01-05,20853,1,262.447500
1053,2020-01-05,38017,1,262.447500
1053,2020-01-08,91780,1,262.447500
1053,2020-01-15,33619,1,262.447500
1053,2020-01-15,92345,1,262.447500
1053,2020-01-19,74804,1,262.447500
1053,2020-01-20,96152,1,262.447500
1053,2020-01-27,40523,1,262.447500
1053,2020-01-29,34983,1,262.447500
1053,2020-01-30,72941,1,262.447500
1053,2020-02-02,99577,1,262.447500
1053,2020-02-04,97378,1,262.447500
1053,2020-02-06,91504,1,262.447500
1053,2020-02-10,35603,1,262.447500
1053,2020-02-17,32221,1,262.447500
1053,2020-02-17,32733,1,262.447500
1053,2020-02-24,42320,1,262.447500
1053,2020-02-24,97801,1,262.447500
1053,2020-02-26,97006,1,262.447500
1053,2020-02-26,97007,1,262.447500
1053,2020-02-27,87002,2,524.895000
1053,2020-03-01,26330,1,262.447500
1053,2020-03-01,77414,1,262.447500
1053,2020-03-01,89123,1,262.447500
1053,2020-03-01,92069,1,262.447500
1053,2020-03-02,26104,1,262.447500
1053,2020-03-02,77494,1,262.447500
1053,2020-03-03,76182,1,262.447500
1053,2020-03-03,96093,1,262.447500
1053,2020-03-04,47872,1,262.447500
1053,2020-03-04,59808,1,262.447500
1053,2020-03-05,91910,1,262.447500
1053,2020-03-08,37101,1,262.447500
1053,2020-03-09,56236,1,262.447500
1053,2020-03-10,32784,1,262.447500
1053,2020-03-10,83646,1,262.447500
1053,2020-03-11,85083,1,262.447500
1053,2020-03-16,08865,1,262.447500
1053,2020-03-17,06776,1,262.447500
1053,2020-03-17,64155,1,262.447500
1053,2020-03-23,55442,1,262.447500
1053,2020-03-23,67762,1,262.447500
1053,2020-03-23,76354,1,262.447500
1053,2020-03-23,84663,1,262.447500
1053,2020-03-24,59047,1,262.447500
1053,2020-03-24,94553,1,262.447500
1053,2020-03-25,75098,1,262.447500
1053,2020-03-29,89508,1,262.447500
1053,2020-03-29,92860,1,262.447500
1053,2020-03-30,67210,1,262.447500
1053,2020-03-30,84044,1,262.447500
1053,2020-03-30,85254,1,262.447500
1053,2020-03-31,07627,1,262.447500
1053,2020-03-31,71263,1,262.447500
1053,2020-03-31,79355,1,262.447500
1053,2020-03-31,94063,1,262.447500
1053,2020-03-31,95379,1,262.447500
1053,2020-04-01,37716,1,262.447500
1053,2020-04-01,84780,1,262.447500
1053,2020-04-02,85304,1,262.447500
1053,2020-04-05,66442,1,262.447500
1053,2020-04-06,79758,1,262.447500
1053,2020-04-06,83217,1,262.447500
1053,2020-04-08,72034,1,262.447500
1053,2020-04-08,97303,1,262.447500
1053,2020-04-12,72136,1,262.447500
1053,2020-04-12,85383,1,262.447500
1053,2020-04-12,97914,1,262.447500
1053,2020-04-13,83676,1,262.447500
1053,2020-04-16,21532,1,262.447500
1053,2020-04-16,92879,1,262.447500
1053,2020-04-19,34787,1,262.447500
1053,2020-04-20,06374,1,262.447500
1053,2020-04-20,77586,1,262.447500
1053,2020-04-20,92708,1,262.447500
1053,2020-04-22,70001,1,262.447500
1053,2020-04-22,95482,1,262.447500
1053,2020-04-26,36266,1,262.447500
1053,2020-04-26,37604,1,262.447500
1053,2020-04-27,95401,1,262.447500
1053,2020-04-28,89113,1,262.447500
1053,2020-04-28,92315,1,262.447500
1053,2020-04-30,07001,1,262.447500
1053,2020-04-30,99705,1,262.447500
1053,2020-04-30,99708,1,262.447500
1053,2020-05-03,87120,1,262.447500
1053,2020-05-05,02790,1,262.447500
1053,2020-05-07,55420,1,262.447500
1053,2020-05-10,35620,1,262.447500
1053,2020-05-10,76123,1,262.447500
1053,2020-05-10,84414,1,262.447500
1053,2020-05-11,77268,1,262.447500
1053,2020-05-12,19977,1,262.447500
1053,2020-05-12,92562,1,262.447500
1053,2020-05-12,97478,1,262.447500
1053,2020-05-14,76087,1,262.447500
1053,2020-05-17,84721,1,262.447500
1053,2020-05-18,86001,1,262.447500
1053,2020-05-19,90710,1,262.447500
1053,2020-05-21,02813,1,262.447500
1053,2020-05-21,78664,1,262.447500
1053,2020-05-24,67204,1,262.447500
1053,2020-05-24,67501,1,262.447500
1053,2020-05-24,95241,1,262.447500
1053,2020-05-25,06751,1,262.447500
1053,2020-05-25,37419,1,262.447500
1053,2020-05-26,35986,1,262.447500
1053,2020-05-26,94546,1,262.447500
1053,2020-05-28,55923,1,262.447500
1053,2020-06-02,06040,1,262.447500
1053,2020-06-04,47909,1,262.447500
1053,2020-06-04,52641,1,262.447500
1053,2020-06-04,95603,1,262.447500
1053,2020-06-07,91344,1,262.447500
1053,2020-06-08,73070,1,262.447500
1053,2020-06-09,70503,1,262.447500
1053,2020-06-09,77302,1,262.447500
1053,2020-06-09,89048,1,262.447500
1053,2020-06-14,86431,1,262.447500
1053,2020-06-15,46385,1,262.447500
1053,2020-06-28,55410,1,262.447500
1053,2020-06-29,83448,1,262.447500
1053,2020-06-30,37325,1,262.447500
1053,2020-06-30,95621,1,262.447500
1053,2020-07-01,20688,1,262.447500
1053,2020-07-01,38578,1,262.447500
1053,2020-07-06,01331,1,262.447500
1053,2020-07-06,67502,1,262.447500
1053,2020-07-12,91325,1,267.697500
1053,2020-07-15,95124,1,262.447500
1053,2020-07-20,32720,1,267.697500
1053,2020-07-22,85648,1,267.697500
1053,2020-07-27,83401,1,267.697500
1053,2020-07-27,91767,1,267.697500
1053,2020-07-28,68504,1,262.447500
1053,2020-07-28,93551,1,267.697500
1053,2020-07-29,06417,1,267.697500
1053,2020-07-29,76001,1,267.697500
1053,2020-07-30,65535,1,267.697500
1053,2020-07-30,93035,1,262.447500
1053,2020-07-30,93933,1,262.447500
1053,2020-08-02,32169,1,267.697500
1053,2020-08-02,52580,1,262.447500
1053,2020-08-02,89135,1,267.697500
1053,2020-08-03,70501,1,267.697500
1053,2020-08-03,95991,1,267.697500
1053,2020-08-05,86326,1,267.697500
1053,2020-08-10,73950,1,267.697500
1053,2020-08-10,85051,1,267.697500
1053,2020-08-11,39218,1,267.697500
1053,2020-08-12,37814,1,262.447500
1053,2020-08-17,25402,1,267.697500
1053,2020-08-17,91104,1,267.697500
1053,2020-08-18,29150,1,267.697500
1053,2020-08-18,55413,1,267.697500
1053,2020-08-23,37188,1,267.697500
1053,2020-08-23,73754,1,267.697500
1053,2020-08-24,40374,1,267.697500
1053,2020-08-25,32563,1,267.697500
1053,2020-08-25,92592,1,267.697500
1053,2020-08-26,34957,1,267.697500
1053,2020-08-26,70438,1,267.697500
1053,2020-08-26,93907,1,267.697500
1053,2020-08-26,97055,1,267.697500
1053,2020-08-27,53066,1,262.447500
1053,2020-08-27,83686,1,267.697500
1053,2020-08-30,56301,1,267.697500
1053,2020-08-30,83406,1,267.697500
1053,2020-08-30,85282,1,267.697500
1053,2020-08-30,92114,1,267.697500
1053,2020-08-30,97225,1,262.447500
1053,2020-08-30,99504,1,267.697500
1053,2020-08-31,02893,1,262.447500
1053,2020-09-01,77978,1,262.447500
1053,2020-09-01,97501,1,267.697500
1053,2020-09-03,74035,1,267.697500
1053,2020-09-03,97405,1,267.697500
1053,2020-09-07,77354,1,267.697500
1053,2020-09-08,39120,1,267.697500
1053,2020-09-08,39648,1,267.697500
1053,2020-09-08,71753,1,267.697500
1053,2020-09-08,94549,1,262.447500
1053,2020-09-08,94901,1,262.447500
1053,2020-09-10,92310,1,267.697500
1053,2020-09-13,36542,1,267.697500
1053,2020-09-14,73644,1,267.697500
1053,2020-09-15,77511,1,267.697500
1053,2020-09-20,85310,1,267.697500
1053,2020-09-21,46910,1,262.447500
1053,2020-09-21,78654,1,267.697500
1053,2020-09-21,95436,1,267.697500
1053,2020-09-22,08005,1,267.697500
1053,2020-09-22,40204,1,267.697500
1053,2020-09-22,82935,1,267.697500
1053,2020-09-23,63044,1,267.697500
1053,2020-09-24,67124,1,267.697500
1053,2020-09-27,25177,1,267.697500
1053,2020-09-27,29412,1,267.697500
1053,2020-09-27,95046,1,267.697500
1053,2020-09-28,46511,1,267.697500
1053,2020-09-28,85085,1,267.697500
1053,2020-09-29,67203,1,267.697500
1053,2020-09-29,76901,1,267.697500
1053,2020-09-29,87059,1,267.697500
1053,2020-09-29,89109,1,267.697500
1053,2020-09-29,91360,1,262.447500
1053,2020-09-29,95631,1,267.697500
1053,2020-09-30,35118,1,267.697500
1053,2020-09-30,93274,1,267.697500
1053,2020-10-01,97032,1,267.697500
1053,2020-10-05,07650,1,267.697500
1053,2020-10-06,93619,1,267.697500
1053,2020-10-07,74006,1,267.697500
1053,2020-10-07,87544,1,267.697500
1053,2020-10-08,66543,1,267.697500
1053,2020-10-13,59404,1,267.697500
1053,2020-10-14,92336,1,267.697500
1053,2020-10-14,97504,1,262.447500
1053,2020-10-18,59105,1,267.697500
1053,2020-10-20,70438,1,267.697500
1053,2020-10-20,97203,1,267.697500
1053,2020-10-21,78504,1,267.697500
1053,2020-10-22,37343,1,267.697500
1053,2020-10-22,74352,1,267.697500
1053,2020-10-22,92335,1,267.697500
1053,2020-10-25,97302,1,267.697500
1053,2020-10-27,25701,1,267.697500
1053,2020-10-27,37641,1,267.697500
1053,2020-10-27,83647,1,267.697500
1053,2020-10-28,72951,1,267.697500
1053,2020-10-28,92021,1,267.697500
1053,2020-10-29,32218,1,267.697500
1053,2020-10-29,35114,1,267.697500
1053,2020-10-29,37748,1,267.697500
1053,2020-11-01,40383,1,267.697500
1053,2020-11-01,51238,1,267.697500
1053,2020-11-01,57701,1,267.697500
1053,2020-11-01,74425,1,267.697500
1053,2020-11-01,84118,1,267.697500
1053,2020-11-01,94536,1,267.697500
1053,2020-11-02,46953,1,267.697500
1053,2020-11-03,85338,1,267.697500
1053,2020-11-05,02330,1,267.697500
1053,2020-11-08,67665,1,267.697500
1053,2020-11-09,37881,1,267.697500
1053,2020-11-10,75650,1,267.697500
1053,2020-11-11,42503,4,1070.790000
1053,2020-11-11,75707,1,267.697500
1053,2020-11-15,01255,1,267.697500
1053,2020-11-15,37110,1,267.697500
1053,2020-11-15,84003,1,267.697500
1053,2020-11-15,92120,1,267.697500
1053,2020-11-17,35126,1,267.697500
1053,2020-11-17,46530,1,267.697500
1053,2020-11-17,66049,1,267.697500
1053,2020-11-17,72601,1,262.447500
1053,2020-11-17,84780,1,267.697500
1053,2020-11-18,94550,1,267.697500
1053,2020-11-19,78130,1,267.697500
1053,2020-11-22,01085,1,267.697500
1053,2020-11-22,32643,1,267.697500
1053,2020-11-22,64114,1,267.697500
1053,2020-11-24,33020,1,267.697500
1053,2020-11-29,57769,1,267.697500
1053,2020-11-29,67114,1,267.697500
1053,2020-11-29,79745,1,267.697500
1053,2020-11-29,83687,1,267.697500
1053,2020-11-29,93532,1,267.697500
1053,2020-11-29,94706,1,267.697500
1053,2020-11-30,85702,1,267.697500
1053,2020-11-30,92120,1,262.447500
1053,2020-11-30,92223,1,267.697500
1053,2020-11-30,93635,1,267.697500
1053,2020-12-03,76063,1,267.697500
1053,2020-12-06,97216,1,267.697500
1053,2020-12-08,95386,1,267.697500
1053,2020-12-09,77316,1,267.697500
1053,2020-12-09,78636,2,535.395000
1053,2020-12-09,97466,1,267.697500
1053,2020-12-10,50475,1,267.697500
1053,2020-12-10,93065,1,267.697500
1053,2020-12-13,94709,1,267.697500
1053,2020-12-13,95130,1,267.697500
1053,2020-12-15,78572,1,267.697500
1053,2020-12-16,02038,1,262.447500
1053,2020-12-16,39180,1,267.697500
1053,2020-12-16,87124,1,267.697500
1053,2020-12-17,52501,1,267.697500
1053,2020-12-17,78418,1,267.697500
1053,2020-12-20,93611,1,267.697500
1053,2020-12-20,95123,1,267.697500
1053,2020-12-21,33991,1,267.697500
1053,2020-12-21,78948,1,267.697500
1053,2020-12-21,89130,1,267.697500
1053,2020-12-21,95407,1,267.697500
1053,2020-12-22,08742,1,267.697500
1053,2020-12-22,57331,1,267.697500
1053,2020-12-22,76107,1,267.697500
1053,2020-12-22,85737,1,267.697500
1053,2020-12-22,93536,1,267.697500
1053,2020-12-23,92025,1,267.697500
1053,2020-12-27,33525,1,267.697500
1053,2020-12-27,92071,1,267.697500
1053,2020-12-28,08091,1,267.697500
1053,2020-12-28,92009,1,267.697500
1053,2020-12-28,92014,1,267.697500
1053,2020-12-30,06776,1,267.697500
1053,2020-12-30,55011,1,267.697500
1053,2020-12-30,67207,1,267.697500
1053,2020-12-30,90254,1,267.697500
1053,2020-12-30,97060,1,267.697500
1053,2019-01-03,33496,1,267.697500
1053,2019-01-03,73703,1,267.697500
1053,2019-01-04,67209,1,267.697500
1053,2019-01-07,67401,1,267.697500
1053,2019-01-10,87107,1,267.697500
1053,2019-01-11,88310,1,267.697500
1053,2019-01-11,91786,1,262.447500
1053,2019-01-12,92672,1,267.697500
1053,2019-01-12,95667,1,267.697500
1053,2019-01-13,39157,1,267.697500
1053,2019-01-14,97496,1,267.697500
1053,2019-01-17,37931,1,267.697500
1053,2019-01-18,42041,1,267.697500
1053,2019-01-18,92544,1,267.697500
1053,2019-01-20,66053,1,267.697500
1053,2019-01-20,68521,1,267.697500
1053,2019-01-21,78663,1,267.697500
1053,2019-01-24,35147,1,267.697500
1053,2019-01-25,84737,1,267.697500
1053,2019-01-26,92557,1,267.697500
1053,2019-01-27,87505,1,267.697500
1053,2019-01-27,93727,1,267.697500
1053,2019-01-28,66049,1,267.697500
1053,2019-01-28,68944,1,267.697500
1053,2019-01-31,33411,1,267.697500
1053,2019-01-31,33837,1,267.697500
1053,2019-01-31,83716,1,267.697500
1053,2019-01-31,84094,1,267.697500
1053,2019-01-31,87035,1,267.697500
1053,2019-01-31,95139,1,267.697500
1053,2019-01-31,97317,1,267.697500
1053,2019-02-01,03461,1,267.697500
1053,2019-02-01,97071,1,267.697500
1053,2019-02-02,32317,1,267.697500
1053,2019-02-03,07438,1,267.697500
1053,2019-02-03,84117,1,267.697500
1053,2019-02-08,34110,1,267.697500
1053,2019-02-09,63764,1,267.697500
1053,2019-02-09,87174,1,267.697500
1053,2019-02-11,91302,1,267.697500
1053,2019-02-14,06351,1,267.697500
1053,2019-02-14,83402,2,535.395000
1053,2019-02-14,85323,1,267.697500
1053,2019-02-14,86503,1,267.697500
1053,2019-02-14,95971,1,267.697500
1053,2019-02-15,72106,1,267.697500
1053,2019-02-15,78520,1,267.697500
1053,2019-02-15,89103,1,267.697500
1053,2019-02-16,95630,1,267.697500
1053,2019-02-16,97034,1,267.697500
1053,2019-02-17,63050,1,267.697500
1053,2019-02-18,32425,1,267.697500
1053,2019-02-18,84040,1,267.697500
1053,2019-02-22,59725,1,267.697500
1053,2019-02-22,71106,1,267.697500
1053,2019-02-22,75007,1,267.697500
1053,2019-02-22,75071,1,267.697500
1053,2019-02-22,75080,1,267.697500
1053,2019-02-23,26205,1,267.697500
1053,2019-02-24,32440,1,267.697500
1053,2019-02-24,79413,1,267.697500
1053,2019-02-24,93292,1,267.697500
1053,2019-02-25,39071,1,267.697500
1053,2019-02-25,97423,1,267.697500
1053,2019-02-28,32011,1,267.697500
1053,2019-02-28,33461,2,535.395000
1053,2019-02-28,55803,1,267.697500
1053,2019-02-28,68017,1,267.697500
1053,2019-02-28,78230,1,267.697500
1053,2019-02-28,82201,1,267.697500
1053,2019-02-28,89002,1,267.697500
1053,2019-03-01,32583,1,267.697500
1053,2019-03-01,85302,1,267.697500
1053,2019-03-01,91360,1,267.697500
1053,2019-03-01,91941,1,267.697500
1053,2019-03-01,97702,1,267.697500
1053,2019-03-02,37343,1,267.697500
1053,2019-03-03,33073,1,267.697500
1053,2019-03-03,33543,1,267.697500
1053,2019-03-03,35161,1,267.697500
1053,2019-03-03,97707,1,267.697500
1053,2019-03-04,75791,1,267.697500
1053,2019-03-04,85616,1,267.697500
1053,2019-03-07,29464,1,267.697500
1053,2019-03-07,95677,1,267.697500
1053,2019-03-08,78733,1,267.697500
1053,2019-03-09,71929,1,267.697500
1053,2019-03-09,83709,1,267.697500
1053,2019-03-09,92688,1,267.697500
1053,2019-03-09,95682,1,267.697500
1053,2019-03-09,97035,1,267.697500
1053,2019-03-11,77339,1,267.697500
1053,2019-03-11,83815,1,267.697500
1053,2019-03-11,84010,1,267.697500
1053,2019-03-14,01036,1,267.697500
1053,2019-03-14,95502,1,267.697500
1053,2019-03-16,78043,1,267.697500
1053,2019-03-16,91401,1,267.697500
1053,2019-03-16,92365,1,267.697500
1053,2019-03-17,76179,1,267.697500
1053,2019-03-17,89031,1,267.697500
1053,2019-03-17,95473,1,267.697500
1053,2019-03-17,97330,1,267.697500
1053,2019-03-18,37618,1,267.697500
1053,2019-03-21,82009,1,267.697500
1053,2019-03-21,84631,1,267.697500
1053,2019-03-21,97801,1,267.697500
1053,2019-03-22,26101,1,267.697500
1053,2019-03-22,37659,1,267.697500
1053,2019-03-22,64119,1,267.697500
1053,2019-03-22,73641,1,267.697500
1053,2019-03-22,74145,1,267.697500
1053,2019-03-22,76092,1,267.697500
1053,2019-03-22,84075,1,267.697500
1053,2019-03-22,92883,1,267.697500
1053,2019-03-22,95687,1,267.697500
1053,2019-03-23,59803,1,267.697500
1053,2019-03-24,93274,1,267.697500
1053,2019-03-24,99840,1,267.697500
1053,2019-03-28,47421,1,267.697500
1053,2019-03-28,93292,1,267.697500
1053,2019-03-29,75482,1,267.697500
1053,2019-03-29,86046,4,1070.790000
1053,2019-03-29,88220,1,267.697500
1053,2019-03-31,20817,1,267.697500
1053,2019-03-31,21082,1,267.697500
1053,2019-03-31,82609,1,267.697500
1053,2019-03-31,86336,1,267.697500
1053,2019-03-31,91710,1,267.697500
1053,2019-03-31,92084,1,267.697500
1053,2019-04-01,46574,1,267.697500
1053,2019-04-04,54725,1,267.697500
1053,2019-04-07,21043,1,267.697500
1053,2019-04-07,33982,1,267.697500
1053,2019-04-07,97302,1,267.697500
1053,2019-04-08,08628,1,267.697500
1053,2019-04-08,92504,1,267.697500
1053,2019-04-11,93619,1,267.697500
1053,2019-04-12,32425,1,262.447500
1053,2019-04-12,37027,1,267.697500
1053,2019-04-12,46062,1,267.697500
1053,2019-04-12,47354,1,267.697500
1053,2019-04-13,82001,1,267.697500
1053,2019-04-13,84010,1,267.697500
1053,2019-04-13,86438,1,267.697500
1053,2019-04-14,83646,2,535.395000
1053,2019-04-14,84414,1,267.697500
1053,2019-04-14,92301,1,267.697500
1053,2019-04-15,59105,1,267.697500
1053,2019-04-18,06360,1,267.697500
1053,2019-04-19,34731,1,267.697500
1053,2019-04-19,75001,1,267.697500
1053,2019-04-19,83716,1,267.697500
1053,2019-04-19,84341,1,267.697500
1053,2019-04-19,93001,1,267.697500
1053,2019-04-20,46184,1,267.697500
1053,2019-04-20,50039,1,267.697500
1053,2019-04-20,57022,1,267.697500
1053,2019-04-22,01040,1,267.697500
1053,2019-04-22,05340,1,267.697500
1053,2019-04-22,35055,1,262.447500
1053,2019-04-22,89107,1,267.697500
1053,2019-04-25,37871,1,267.697500
1053,2019-04-25,55428,1,267.697500
1053,2019-04-25,66539,1,267.697500
1053,2019-04-25,84057,1,267.697500
1053,2019-04-25,95310,1,267.697500
1053,2019-04-26,76103,1,267.697500
1053,2019-04-27,46947,1,267.697500
1053,2019-04-28,47994,1,267.697500
1053,2019-04-28,59106,1,267.697500
1053,2019-04-29,38135,1,267.697500
1053,2019-04-29,55941,1,267.697500
1053,2019-04-29,89148,1,267.697500
1053,2019-04-29,89502,1,267.697500
1053,2019-04-29,95329,1,267.697500
1053,2019-05-02,95003,1,267.697500
1053,2019-05-03,55330,1,267.697500
1053,2019-05-04,92596,1,267.697500
1053,2019-05-05,82433,1,267.697500
1053,2019-05-05,84301,1,267.697500
1053,2019-05-05,85379,2,535.395000
1053,2019-05-06,35611,1,267.697500
1053,2019-05-06,37415,1,267.697500
1053,2019-05-06,84041,1,267.697500
1053,2019-05-06,85615,2,535.395000
1053,2019-05-09,26452,1,267.697500
1053,2019-05-09,94041,1,267.697500
1053,2019-05-09,95928,1,267.697500
1053,2019-05-11,35803,1,267.697500
1053,2019-05-11,66075,1,267.697500
1053,2019-05-12,95304,1,267.697500
1053,2019-05-13,78541,1,267.697500
1053,2019-05-16,40216,1,267.697500
1053,2019-05-17,58102,1,267.697500
1053,2019-05-17,75462,1,267.697500
1053,2019-05-17,84074,1,267.697500
1053,2019-05-18,84341,1,267.697500
1053,2019-05-18,92345,1,267.697500
1053,2019-05-18,95482,1,267.697500
1053,2019-05-18,99517,1,267.697500
